2,1,4,1,1,1,1,0,2
2,1,2,1,1,2,1,1,2
4,2,1,1,4,2,1,1,2
4,1,4,4,1,1,2,0,2
4,1,8,1,1,1,1,0,4
4,1,8,1,1,1,1,0,2
8,1,1,8,1,1,4,0,2
8,1,2,2,1,2,4,1,2
8,2,1,1,1,2,1,0,8
8,1,1,4,1,2,1,0,4
8,1,4,1,1,8,1,1,4
8,1,4,1,1,8,1,0,4
8,1,1,1,1,1,2,0,8
8,8,1,1,1,2,1,0,8
8,1,8,2,1,1,2,1,4
8,2,1,1,2,1,1,0,2
8,1,1,1,4,1,1,0,2
8,1,4,2,1,1,1,0,4
8,1,1,2,1,1,1,0,2
16,1,1,1,1,8,1,0,16
16,1,2,1,1,2,4,1,2
32,1,1,1,1,8,1,0,16
